frame_idx,timestamp_ms,root_x,root_y,root_z,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
141,4700,0.432839,0.505871,0.000267,0.130149,-0.090165,-0.533445,0.9964,0.119309,-0.098836,-0.550394,0.9966,0.119807,-0.099042,-0.548881,0.9965,0.119579,-0.099917,-0.548204,0.9962,0.116534,-0.082026,-0.552178,0.9971,0.117485,-0.081696,-0.552393,0.9972,0.11643,-0.082871,-0.551599,0.9974,0.097284,-0.109688,-0.509648,0.9955,0.078905,-0.043056,-0.528756,0.9966,0.124362,-0.09783,-0.50372,0.996,0.118366,-0.076245,-0.512445,0.9954,0.097848,-0.149685,-0.35001,0.999,0.026149,-0.007991,-0.398925,0.997,0.185942,-0.260919,-0.070715,0.4367,0.116799,-0.218213,-0.157462,0.4792,0.084774,-0.187256,-0.071325,0.3484,0.102294,-0.226722,-0.202482,0.362,0.00884,-0.132437,-0.088312,0.3721,0.073693,-0.214752,-0.155701,0.4018,0.016368,-0.128423,-0.09017,0.3789,0.049209,-0.261355,-0.107688,0.4057,-0.04704,-0.131653,-0.201961,0.3641,0.020199,-0.213094,-0.148431,0.389,0.040033,-0.036565,0.004543,0.9997,-0.040149,0.034835,-0.002633,0.9996,-0.035517,0.044821,0.185915,0.7109,-0.115792,0.189538,0.200242,0.6444,0.007779,0.072661,0.416544,0.7199,-0.097959,0.178003,0.489672,0.5825,0.015152,0.081559,0.442512,0.6768,-0.202444,0.155689,0.560494,0.4643,-0.008535,0.105024,0.4386,0.6804,-0.236347,0.277574,0.586639,0.5373
142,4733,0.446424,0.514961,0.000188,0.103737,-0.072149,-0.542128,0.9967,0.092372,-0.08247,-0.559017,0.9969,0.092861,-0.082666,-0.557506,0.9968,0.092593,-0.083558,-0.556873,0.9966,0.087616,-0.06512,-0.559013,0.9974,0.088582,-0.064832,-0.559219,0.9975,0.087453,-0.065963,-0.558432,0.9976,0.07807,-0.099834,-0.517704,0.996,0.050737,-0.03001,-0.529225,0.997,0.102093,-0.082154,-0.512684,0.9964,0.093522,-0.059769,-0.518723,0.9959,0.092536,-0.145553,-0.353632,0.9991,0.003387,0.001697,-0.397874,0.9973,0.185942,-0.260919,-0.070715,0.4841,0.116799,-0.218213,-0.157462,0.458,0.084774,-0.187256,-0.071325,0.4059,0.102294,-0.226722,-0.202482,0.3617,0.00884,-0.132437,-0.088312,0.4197,0.073693,-0.214752,-0.155701,0.3999,0.016368,-0.128423,-0.09017,0.4254,0.049209,-0.261355,-0.107688,0.4046,-0.04704,-0.131653,-0.201961,0.409,0.020199,-0.213094,-0.148431,0.3903,0.044654,-0.039544,0.003701,0.9997,-0.044851,0.037792,-0.001778,0.9997,-0.011493,0.038501,0.176087,0.7198,-0.111673,0.201202,0.182965,0.6765,0.038042,0.060445,0.404646,0.7086,-0.07457,0.198332,0.462703,0.62,0.044869,0.069196,0.43073,0.6731,-0.122559,0.213495,0.483669,0.5057,0.026004,0.092705,0.426391,0.6773,-0.202156,0.296394,0.552735,0.5784
143,4766,0.447847,0.519643,0.00016,0.07355,-0.051733,-0.543066,0.9971,0.061219,-0.062972,-0.561074,0.9972,0.061716,-0.063156,-0.559591,0.9972,0.061393,-0.064083,-0.559005,0.9969,0.055243,-0.046937,-0.558778,0.9976,0.056232,-0.04671,-0.558996,0.9978,0.055038,-0.047802,-0.558208,0.9979,0.055647,-0.085555,-0.525099,0.9964,0.022138,-0.018875,-0.526077,0.9973,0.076183,-0.063419,-0.515841,0.9968,0.065905,-0.042423,-0.518687,0.9963,0.085169,-0.13588,-0.357959,0.9991,-0.018637,0.004916,-0.396539,0.9976,0.159589,-0.210019,-0.121339,0.5296,0.116799,-0.218213,-0.157462,0.4411,0.084774,-0.187256,-0.071325,0.4587,0.102294,-0.226722,-0.202482,0.3468,0.00884,-0.132437,-0.088312,0.4643,0.073693,-0.214752,-0.155701,0.3818,0.016368,-0.128423,-0.09017,0.4682,0.049209,-0.261355,-0.107688,0.3868,-0.04704,-0.131653,-0.201961,0.4465,0.020199,-0.213094,-0.148431,0.3753,0.04914,-0.041789,0.001887,0.9997,-0.049428,0.040019,6e-06,0.9997,0.012008,0.031192,0.172507,0.7365,-0.106077,0.211939,0.165357,0.7079,0.067022,0.043024,0.398177,0.7055,-0.04856,0.222568,0.432789,0.6574,0.074244,0.051278,0.42365,0.6848,-0.096802,0.233892,0.458673,0.5512,0.060038,0.078045,0.416451,0.6859,-0.166286,0.320661,0.513216,0.6194
144,4800,0.446943,0.531259,0.00014,0.04561,-0.030594,-0.542227,0.9973,0.0326,-0.042717,-0.561237,0.9975,0.033099,-0.042884,-0.559804,0.9974,0.032729,-0.043847,-0.559257,0.9972,0.025156,-0.027808,-0.557153,0.9978,0.026152,-0.027621,-0.55743,0.998,0.024879,-0.028666,-0.556629,0.9981,0.034353,-0.071162,-0.530907,0.9967,-0.006118,-0.008238,-0.522084,0.9975,0.051888,-0.044407,-0.516906,0.9971,0.039679,-0.024678,-0.517157,0.9966,0.078062,-0.126426,-0.362443,0.9992,-0.042564,0.005691,-0.394502,0.9978,0.155324,-0.202556,-0.129773,0.5748,0.116799,-0.218213,-0.157462,0.4246,0.099977,-0.141991,-0.07607,0.5085,0.102294,-0.226722,-0.202482,0.334,0.04807,-0.091684,-0.085553,0.5072,0.073693,-0.214752,-0.155701,0.3656,0.044299,-0.090921,-0.089802,0.5102,0.049209,-0.261355,-0.107688,0.3711,-0.04704,-0.131653,-0.201961,0.4871,0.020199,-0.213094,-0.148431,0.3635,0.053614,-0.043616,-0.000419,0.9997,-0.053999,0.041827,0.002263,0.9997,0.036253,0.024125,0.168813,0.7554,-0.101995,0.224321,0.150985,0.7344,0.101697,0.028381,0.390429,0.726,-0.022915,0.245135,0.409547,0.6891,0.110259,0.035974,0.415013,0.7052,-0.070328,0.253295,0.438572,0.5887,0.101852,0.065149,0.404444,0.7085,-0.128044,0.343508,0.480572,0.654
145,4833,0.444799,0.535511,0.00016,0.02231,-0.0163,-0.541905,0.9976,0.008434,-0.028736,-0.561405,0.9978,0.008931,-0.028909,-0.560028,0.9977,0.008545,-0.029867,-0.559523,0.9975,-0.000134,-0.014489,-0.556168,0.998,0.000851,-0.014332,-0.556523,0.9982,-0.000505,-0.015354,-0.555676,0.9982,0.016,-0.0608,-0.534848,0.997,-0.030003,-0.000833,-0.51905,0.9978,0.031799,-0.031461,-0.517755,0.9974,0.018013,-0.012156,-0.516307,0.997,0.07139,-0.119259,-0.3663,0.9993,-0.060729,0.003792,-0.391818,0.9979,0.151273,-0.195744,-0.138501,0.6163,0.116799,-0.218213,-0.157462,0.4089,0.102071,-0.136475,-0.077821,0.557,0.102294,-0.226722,-0.202482,0.3308,0.053867,-0.08714,-0.086027,0.555,0.073693,-0.214752,-0.155701,0.3642,0.048923,-0.086502,-0.090472,0.5576,0.049209,-0.261355,-0.107688,0.3699,0.005409,-0.102901,-0.172257,0.5361,0.020199,-0.213094,-0.148431,0.3654,0.05733,-0.042975,-0.003426,0.9998,-0.057794,0.041166,0.005224,0.9997,0.05347,0.04392,0.16029,0.7775,-0.101113,0.229835,0.144092,0.7431,0.13447,0.056912,0.372806,0.7528,-0.000977,0.241856,0.396793,0.6921,0.144987,0.064485,0.396628,0.732,-0.046562,0.249572,0.42707,0.6013,0.142249,0.097125,0.382169,0.7361,-0.092616,0.338333,0.464812,0.6549
146,4866,0.442223,0.552708,0.000212,-0.00274,-0.006942,-0.542493,0.9978,-0.017584,-0.021202,-0.562052,0.998,-0.017101,-0.021371,-0.560718,0.9979,-0.017468,-0.022284,-0.560254,0.9977,-0.027302,-0.006829,-0.555857,0.9982,-0.026355,-0.006727,-0.556285,0.9983,-0.027756,-0.007739,-0.555405,0.9984,-0.003846,-0.059345,-0.536887,0.9973,-0.054903,0.00112,-0.514597,0.998,0.010449,-0.024388,-0.519001,0.9976,-0.004781,-0.004818,-0.516075,0.9972,0.064489,-0.122299,-0.36959,0.9994,-0.080754,0.002403,-0.386517,0.9979,0.147287,-0.195862,-0.15116,0.6535,0.116799,-0.218213,-0.157462,0.386,0.10181,-0.135818,-0.088337,0.6006,0.102294,-0.226722,-0.202482,0.3331,0.057454,-0.0873,-0.096131,0.598,0.073693,-0.214752,-0.155701,0.368,0.050212,-0.085975,-0.101085,0.6003,0.049209,-0.261355,-0.107688,0.3756,0.009943,-0.103414,-0.176676,0.5802,0.020199,-0.213094,-0.148431,0.3753,0.060894,-0.042541,-0.006757,0.9998,-0.061435,0.040704,0.008488,0.9997,0.069848,0.053151,0.140177,0.796,-0.105987,0.234408,0.137443,0.7516,0.17046,0.070059,0.342636,0.7762,0.013414,0.23931,0.385077,0.6857,0.183473,0.077468,0.365829,0.7553,-0.027808,0.246596,0.416131,0.6091,0.189552,0.111779,0.344418,0.7606,-0.06313,0.334899,0.449645,0.6489
147,4900,0.442247,0.555848,0.000219,-0.027606,0.001649,-0.543261,0.998,-0.042911,-0.014045,-0.563624,0.9982,-0.042437,-0.014219,-0.562386,0.9981,-0.042793,-0.015087,-0.561984,0.9979,-0.053742,0.000178,-0.555842,0.9984,-0.052846,0.000234,-0.55625,0.9985,-0.054321,-0.000761,-0.555371,0.9985,-0.023343,-0.057483,-0.54013,0.9976,-0.079432,0.002507,-0.511671,0.9982,-0.011255,-0.01757,-0.520927,0.9979,-0.027902,0.001895,-0.516432,0.9975,0.05779,-0.125001,-0.373395,0.9994,-0.101418,0.001901,-0.382832,0.9981,0.144142,-0.196994,-0.164994,0.6865,0.116799,-0.218213,-0.157462,0.3645,0.100622,-0.135676,-0.098659,0.635,0.102294,-0.226722,-0.202482,0.3352,0.059668,-0.08798,-0.105369,0.6273,0.073693,-0.214752,-0.155701,0.3703,0.050381,-0.085825,-0.110686,0.6295,0.049209,-0.261355,-0.107688,0.3797,0.013742,-0.104366,-0.180562,0.6079,0.020199,-0.213094,-0.148431,0.3791,0.064293,-0.042215,-0.010106,0.9998,-0.064903,0.04037,0.011764,0.9997,0.0931,0.062066,0.129575,0.8113,-0.109005,0.238778,0.142024,0.7461,0.213372,0.079782,0.324192,0.7967,0.021389,0.236982,0.389451,0.6791,0.22851,0.086607,0.347189,0.7754,-0.015166,0.243786,0.419715,0.6144,0.24485,0.12185,0.312834,0.7804,-0.042131,0.332454,0.450944,0.6323
148,4933,0.446907,0.564592,0.000212,-0.056923,0.009018,-0.541123,0.9982,-0.07315,-0.008594,-0.562349,0.9983,-0.07268,-0.008761,-0.561185,0.9983,-0.07305,-0.00958,-0.560809,0.9981,-0.084478,0.00538,-0.552577,0.9985,-0.083657,0.005389,-0.553065,0.9986,-0.085191,0.004461,-0.552176,0.9987,-0.048669,-0.058539,-0.542136,0.9978,-0.106763,0.000477,-0.504585,0.9984,-0.037648,-0.012618,-0.520547,0.9981,-0.054761,0.006443,-0.513266,0.9977,0.047789,-0.131256,-0.376534,0.9995,-0.123438,0.001624,-0.377886,0.9982,0.140868,-0.201175,-0.176574,0.7174,0.116799,-0.218213,-0.157462,0.344,0.098569,-0.136475,-0.104402,0.6671,0.102294,-0.226722,-0.202482,0.3245,0.060872,-0.089097,-0.109888,0.6518,0.073693,-0.214752,-0.155701,0.354,0.049423,-0.086162,-0.115565,0.6539,0.049209,-0.261355,-0.107688,0.3652,0.016722,-0.106152,-0.180007,0.6289,0.020199,-0.213094,-0.148431,0.366,0.066838,-0.043852,-0.012998,0.9998,-0.067531,0.042122,0.014579,0.9998,0.122451,0.054627,0.120151,0.8285,-0.102164,0.244309,0.143308,0.7634,0.268386,0.06299,0.307715,0.8163,0.043306,0.243896,0.39001,0.7067,0.286233,0.068663,0.329843,0.7938,0.010754,0.25021,0.41968,0.6426,0.312945,0.100239,0.288897,0.8006,-0.007808,0.341185,0.445715,0.659
149,4966,0.451435,0.576235,9.9e-05,-0.084761,0.013949,-0.53417,0.9983,-0.102407,-0.004922,-0.555897,0.9984,-0.101933,-0.005093,-0.554803,0.9984,-0.102346,-0.005847,-0.554427,0.9982,-0.113282,0.00951,-0.544885,0.9986,-0.11254,0.009477,-0.545457,0.9986,-0.114146,0.008634,-0.544573,0.9987,-0.077202,-0.06158,-0.538208,0.998,-0.133098,-0.000447,-0.494276,0.9985,-0.064276,-0.010756,-0.515037,0.9982,-0.080578,0.008966,-0.505688,0.9979,0.031207,-0.143051,-0.373746,0.9995,-0.14574,0.002762,-0.372893,0.9984,0.133028,-0.212984,-0.186906,0.7441,0.116799,-0.218213,-0.157462,0.3876,0.093425,-0.141067,-0.109714,0.6873,0.102294,-0.226722,-0.202482,0.3653,0.059716,-0.093008,-0.11323,0.6535,0.073693,-0.214752,-0.155701,0.3736,0.046431,-0.088859,-0.117845,0.6572,0.049209,-0.261355,-0.107688,0.3862,0.017071,-0.111008,-0.178453,0.6271,0.020199,-0.213094,-0.148431,0.3861,0.068372,-0.047054,-0.015463,0.9998,-0.069147,0.045507,0.016999,0.9997,0.156991,0.045646,0.111709,0.8416,-0.090762,0.247926,0.142551,0.7651,0.328351,0.043142,0.294439,0.8326,0.065284,0.250764,0.387683,0.7231,0.348002,0.047819,0.315977,0.8025,0.036453,0.256816,0.417056,0.6567,0.385079,0.076413,0.270145,0.8158,0.026499,0.349668,0.439002,0.6747
150,5000,0.469527,0.570996,0.000105,-0.116251,0.023622,-0.515304,0.9984,-0.135978,0.005372,-0.538567,0.9986,-0.135498,0.005132,-0.537561,0.9985,-0.135955,0.004474,-0.537171,0.9983,-0.146074,0.019536,-0.525731,0.9987,-0.145439,0.019483,-0.526391,0.9987,-0.147101,0.018745,-0.525523,0.9988,-0.112835,-0.059399,-0.526662,0.9982,-0.165783,0.001387,-0.47506,0.9986,-0.095716,-0.004875,-0.498708,0.9984,-0.110874,0.014736,-0.486619,0.9981,0.007316,-0.151539,-0.36494,0.9996,-0.176042,0.006576,-0.360207,0.9986,0.121668,-0.219592,-0.197104,0.7667,0.116799,-0.218213,-0.157462,0.4414,0.083884,-0.143426,-0.125315,0.6951,0.102294,-0.226722,-0.202482,0.4182,0.053868,-0.096483,-0.12793,0.6493,0.073693,-0.214752,-0.155701,0.4128,0.037552,-0.089852,-0.13208,0.6544,0.049209,-0.261355,-0.107688,0.4256,0.012836,-0.114388,-0.18645,0.6158,0.020199,-0.213094,-0.148431,0.4237,0.06937,-0.050906,-0.017662,0.9998,-0.0702,0.049521,0.019164,0.9998,0.191538,0.038749,0.103909,0.857,-0.074712,0.251657,0.149039,0.7806,0.387627,0.028735,0.278709,0.8491,0.087904,0.261448,0.394049,0.7466,0.408898,0.032723,0.299415,0.8173,0.062646,0.267408,0.422193,0.6793,0.456054,0.06062,0.245747,0.8335,0.06097,0.362159,0.438241,0.7014
151,5033,0.467182,0.570546,4e-05,-0.142281,0.035865,-0.501411,0.9986,-0.163007,0.018318,-0.525779,0.9987,-0.162568,0.018029,-0.52485,0.9986,-0.16305,0.017447,-0.524425,0.9985,-0.17292,0.032043,-0.511317,0.9988,-0.172399,0.031978,-0.512088,0.9989,-0.174074,0.031352,-0.511167,0.9989,-0.143451,-0.052659,-0.51762,0.9984,-0.195745,0.007176,-0.459717,0.9988,-0.123078,0.004717,-0.486463,0.9985,-0.137702,0.024028,-0.472026,0.9983,-0.018311,-0.156891,-0.359138,0.9996,-0.208089,0.011811,-0.350016,0.9987,0.110445,-0.22423,-0.215068,0.7899,0.116799,-0.218213,-0.157462,0.4943,0.074472,-0.141967,-0.15672,0.7239,0.102294,-0.226722,-0.202482,0.4685,0.048079,-0.094312,-0.159484,0.6802,0.073693,-0.214752,-0.155701,0.456,0.027992,-0.085821,-0.162938,0.6845,0.049209,-0.261355,-0.107688,0.4681,0.008048,-0.11354,-0.208622,0.6455,0.020199,-0.213094,-0.148431,0.4655,0.070016,-0.054151,-0.019842,0.9998,-0.070896,0.052906,0.021273,0.9998,0.221674,0.033466,0.086117,0.8712,-0.059886,0.256597,0.151721,0.797,0.443634,0.018891,0.241246,0.8641,0.114098,0.274367,0.395915,0.7684,0.466821,0.022339,0.260283,0.8329,0.092347,0.280236,0.423978,0.6991,0.516206,0.048584,0.196555,0.8499,0.096674,0.376506,0.436797,0.7271
152,5066,0.465397,0.570166,0.00016,-0.164854,0.049217,-0.490913,0.9987,-0.186325,0.032374,-0.516067,0.9988,-0.185948,0.032054,-0.515209,0.9988,-0.186443,0.031557,-0.51476,0.9986,-0.196154,0.045843,-0.500017,0.9989,-0.195769,0.045752,-0.500867,0.999,-0.197443,0.045259,-0.499885,0.999,-0.170769,-0.043439,-0.511036,0.9985,-0.223105,0.016287,-0.446968,0.9989,-0.147399,0.016045,-0.477464,0.9987,-0.161772,0.035111,-0.460779,0.9984,-0.042557,-0.159466,-0.355087,0.9997,-0.237101,0.019219,-0.340283,0.9988,0.099459,-0.226335,-0.227978,0.8105,-0.043143,-0.068803,-0.173421,0.5281,0.062649,-0.136122,-0.171907,0.748,0.102294,-0.226722,-0.202482,0.4853,0.039105,-0.088887,-0.173871,0.7023,0.073693,-0.214752,-0.155701,0.4613,0.015893,-0.079801,-0.177074,0.7063,0.049209,-0.261355,-0.107688,0.4741,0.001045,-0.109308,-0.217202,0.6653,0.020199,-0.213094,-0.148431,0.4737,0.070435,-0.056866,-0.022701,0.9998,-0.071365,0.055744,0.024016,0.9998,0.248815,0.03129,0.067613,0.884,-0.047804,0.264696,0.151461,0.8128,0.494515,0.018065,0.202563,0.8776,0.140467,0.286336,0.393016,0.7876,0.519753,0.02153,0.219795,0.8479,0.122704,0.291971,0.420599,0.7189,0.569022,0.050557,0.148474,0.8647,0.132565,0.390372,0.429823,0.7493
153,5100,0.463412,0.572673,0.000156,-0.187227,0.06274,-0.476277,0.9988,-0.209568,0.046749,-0.501967,0.9989,-0.209259,0.046403,-0.501188,0.9989,-0.209768,0.046003,-0.500712,0.9988,-0.219167,0.059966,-0.484182,0.999,-0.218915,0.059848,-0.48508,0.999,-0.220585,0.059507,-0.484057,0.9991,-0.198366,-0.032719,-0.500455,0.9986,-0.250279,0.02716,-0.429339,0.999,-0.171701,0.027983,-0.464598,0.9988,-0.185732,0.046808,-0.445451,0.9986,-0.067453,-0.159354,-0.350189,0.9997,-0.264329,0.028364,-0.32597,0.9989,0.087067,-0.224093,-0.234593,0.8285,-0.064784,-0.047761,-0.17066,0.5538,0.050303,-0.126814,-0.179275,0.7665,0.102294,-0.226722,-0.202482,0.493,0.029623,-0.080659,-0.180639,0.7172,0.073693,-0.214752,-0.155701,0.4588,0.003661,-0.071571,-0.183717,0.7205,0.049209,-0.261355,-0.107688,0.4718,-0.006478,-0.102278,-0.219436,0.6762,0.020199,-0.213094,-0.148431,0.4733,0.070621,-0.059261,-0.026053,0.9998,-0.071603,0.058275,0.027263,0.9997,0.27014,0.033753,0.048303,0.8952,-0.037897,0.272344,0.140709,0.8235,0.531225,0.026431,0.168443,0.8896,0.165036,0.296997,0.379126,0.8006,0.558285,0.030031,0.184281,0.8587,0.151614,0.302906,0.407031,0.7327,0.607612,0.064554,0.107506,0.8774,0.167579,0.401061,0.411314,0.7657
154,5133,0.465953,0.573468,0.000202,-0.209329,0.075376,-0.464021,0.9989,-0.232804,0.059737,-0.490042,0.9989,-0.232561,0.059391,-0.489324,0.9989,-0.233081,0.059086,-0.488836,0.9988,-0.242515,0.072586,-0.470585,0.999,-0.242374,0.072434,-0.471506,0.9989,-0.24405,0.072244,-0.470447,0.999,-0.224116,-0.022821,-0.491608,0.9987,-0.276818,0.036571,-0.413765,0.9989,-0.194628,0.039491,-0.454016,0.9989,-0.208749,0.057911,-0.432657,0.9986,-0.089949,-0.155262,-0.346872,0.9997,-0.288161,0.03557,-0.311548,0.999,0.073758,-0.216179,-0.240128,0.8419,-0.082328,-0.032603,-0.164084,0.5181,0.034244,-0.113269,-0.179941,0.7745,0.102294,-0.226722,-0.202482,0.454,0.015718,-0.068635,-0.179727,0.723,0.073693,-0.214752,-0.155701,0.4231,-0.011822,-0.059936,-0.182471,0.7257,0.049209,-0.261355,-0.107688,0.4351,-0.017404,-0.091598,-0.216396,0.675,0.020199,-0.213094,-0.148431,0.4383,0.070518,-0.061197,-0.029446,0.9998,-0.071553,0.060307,0.030562,0.9996,0.286973,0.043263,0.027799,0.9053,-0.030755,0.278549,0.13264,0.8266,0.560806,0.044108,0.130759,0.9005,0.185066,0.299869,0.36916,0.8038,0.589648,0.047792,0.144965,0.8711,0.17591,0.305722,0.397113,0.7377,0.638208,0.08814,0.064125,0.8893,0.19713,0.405946,0.396664,0.7744
155,5166,0.466317,0.572739,0.0001,-0.234505,0.089053,-0.443306,0.9989,-0.25824,0.076041,-0.469752,0.999,-0.258046,0.075676,-0.469136,0.999,-0.258592,0.075477,-0.468639,0.9989,-0.268104,0.086887,-0.449064,0.999,-0.268054,0.08668,-0.45001,0.999,-0.269732,0.086646,-0.448956,0.999,-0.248788,-0.0044,-0.478338,0.9988,-0.302781,0.047642,-0.395579,0.999,-0.219573,0.053166,-0.436729,0.999,-0.234009,0.069395,-0.413764,0.9986,-0.109301,-0.139168,-0.344394,0.9997,-0.309001,0.037642,-0.294048,0.999,0.062691,-0.191218,-0.24436,0.8499,-0.082328,-0.032603,-0.164084,0.4699,0.015383,-0.08914,-0.180363,0.7878,0.102294,-0.226722,-0.202482,0.415,-0.002461,-0.047696,-0.179008,0.7387,0.073693,-0.214752,-0.155701,0.3882,-0.032171,-0.040299,-0.181506,0.742,0.049209,-0.261355,-0.107688,0.3993,-0.031785,-0.072166,-0.213691,0.6907,0.020199,-0.213094,-0.148431,0.4031,0.070355,-0.061488,-0.033195,0.9998,-0.071438,0.060713,0.034251,0.9995,0.30133,0.059598,0.01337,0.9137,-0.025245,0.287433,0.120086,0.8246,0.583361,0.071483,0.109323,0.9099,0.202473,0.302577,0.353537,0.8042,0.61369,0.074902,0.122437,0.8799,0.197346,0.308351,0.381761,0.739,0.665825,0.121104,0.038302,0.8996,0.227137,0.409355,0.376345,0.782
156,5200,0.464949,0.575398,0.000136,-0.262762,0.101652,-0.423189,0.999,-0.286035,0.090274,-0.450316,0.9991,-0.285902,0.089905,-0.449769,0.999,-0.28646,0.089797,-0.449283,0.999,-0.296175,0.099056,-0.428467,0.999,-0.296212,0.098805,-0.429442,0.9989,-0.29789,0.098906,-0.428375,0.999,-0.272577,0.012249,-0.466122,0.9988,-0.327946,0.0568,-0.378629,0.9989,-0.246457,0.066475,-0.419886,0.999,-0.26123,0.080356,-0.395306,0.9987,-0.126024,-0.121252,-0.342408,0.9998,-0.33362,0.03674,-0.277597,0.999,0.051605,-0.163959,-0.248379,0.8491,-0.082328,-0.032603,-0.164084,0.426,-0.005535,-0.062602,-0.182965,0.7965,0.102294,-0.226722,-0.202482,0.3858,-0.022102,-0.024774,-0.182976,0.751,0.073693,-0.214752,-0.155701,0.3661,-0.054267,-0.018658,-0.186301,0.7553,0.049209,-0.261355,-0.107688,0.3771,-0.048489,-0.050217,-0.213727,0.7046,0.020199,-0.213094,-0.148431,0.3829,0.070503,-0.06093,-0.037389,0.9998,-0.07164,0.060278,0.038392,0.9995,0.315506,0.080279,-0.001101,0.9216,-0.019638,0.294681,0.110157,0.8185,0.602602,0.103393,0.09312,0.9186,0.218128,0.305174,0.339389,0.808,0.634759,0.106495,0.103415,0.8902,0.216767,0.310679,0.368401,0.7456,0.69264,0.15502,0.025259,0.9089,0.255166,0.410363,0.360355,0.7886
157,5233,0.461353,0.578932,9.7e-05,-0.283745,0.112719,-0.409003,0.999,-0.306347,0.103127,-0.436804,0.9991,-0.306276,0.102752,-0.436311,0.999,-0.306834,0.102724,-0.435825,0.999,-0.316837,0.10993,-0.414202,0.9988,-0.31694,0.109656,-0.415211,0.9987,-0.318616,0.109877,-0.414121,0.9988,-0.289954,0.028589,-0.458024,0.9988,-0.34689,0.065481,-0.3676,0.9986,-0.266695,0.07859,-0.40822,0.9991,-0.281845,0.090211,-0.382544,0.9987,-0.139484,-0.102965,-0.344416,0.9998,-0.354972,0.036232,-0.2667,0.999,0.041336,-0.13525,-0.263144,0.8477,-0.082328,-0.032603,-0.164084,0.3894,-0.024353,-0.035186,-0.206395,0.8087,0.102294,-0.226722,-0.202482,0.3727,-0.039635,-0.000634,-0.208209,0.7677,0.073693,-0.214752,-0.155701,0.3586,-0.073242,0.005288,-0.212407,0.7724,0.049209,-0.261355,-0.107688,0.3698,-0.063564,-0.026415,-0.232401,0.7236,0.020199,-0.213094,-0.148431,0.3767,0.070675,-0.060407,-0.041348,0.9998,-0.071862,0.059858,0.042312,0.9995,0.328863,0.095768,-0.013233,0.929,-0.008403,0.300804,0.103752,0.819,0.618287,0.130985,0.080134,0.9265,0.234044,0.305134,0.343243,0.8113,0.652181,0.134218,0.088452,0.8997,0.235654,0.310056,0.372315,0.7499,0.716318,0.184639,0.018105,0.9174,0.282483,0.407156,0.364175,0.7898
