frame_idx,timestamp_ms,root_x,root_y,root_z,nose_x,nose_y,nose_z,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_z,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_z,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_z,left_ear_v,right_ear_x,right_ear_y,right_ear_z,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_v,left_index_x,left_index_y,left_index_z,left_index_v,right_index_x,right_index_y,right_index_z,right_index_v,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
158,5266,0.460054,0.58053,0.000143,-0.299802,0.121073,-0.398243,0.9989,-0.321976,0.113061,-0.426663,0.999,-0.321961,0.112687,-0.426199,0.999,-0.322504,0.112726,-0.425701,0.999,-0.332621,0.118332,-0.403537,0.9985,-0.332772,0.118051,-0.40458,0.9983,-0.334435,0.118362,-0.403478,0.9984,-0.304027,0.041689,-0.452055,0.9987,-0.361765,0.072409,-0.359585,0.9981,-0.282575,0.087763,-0.399373,0.9991,-0.297802,0.097729,-0.372932,0.9986,-0.152961,-0.086614,-0.349108,0.9998,-0.372053,0.036348,-0.258209,0.999,0.029976,-0.106333,-0.283026,0.8515,-0.082328,-0.032603,-0.164084,0.3585,-0.043276,-0.006098,-0.239854,0.8234,0.102294,-0.226722,-0.202482,0.377,-0.05738,0.025629,-0.244066,0.7862,0.073693,-0.214752,-0.155701,0.3692,-0.091797,0.031502,-0.249468,0.791,0.049209,-0.261355,-0.107688,0.38,-0.078935,-0.000421,-0.260746,0.7446,0.020199,-0.213094,-0.148431,0.3866,0.070733,-0.059831,-0.045505,0.9999,-0.071967,0.059385,0.046452,0.9995,0.340308,0.109864,-0.02631,0.9358,0.001258,0.304429,0.106038,0.816,0.631697,0.155774,0.066525,0.9337,0.2477,0.30244,0.355372,0.8129,0.666902,0.159309,0.074526,0.9089,0.252143,0.307073,0.383712,0.7525,0.735698,0.21154,0.007457,0.9253,0.304985,0.402475,0.377028,0.7883
159,5300,0.459749,0.581655,0.00012,-0.321425,0.128087,-0.385298,0.999,-0.343249,0.120923,-0.413944,0.999,-0.343282,0.12055,-0.41351,0.999,-0.343806,0.120638,-0.413009,0.999,-0.353888,0.12511,-0.390206,0.9984,-0.354103,0.124824,-0.391292,0.9981,-0.355746,0.125202,-0.390167,0.9983,-0.321253,0.051599,-0.443233,0.9986,-0.379141,0.078122,-0.348594,0.998,-0.30265,0.095746,-0.388171,0.9992,-0.31784,0.104297,-0.360909,0.9986,-0.166388,-0.071851,-0.352458,0.9998,-0.388456,0.03655,-0.245834,0.999,0.017255,-0.080869,-0.296811,0.8536,-0.082328,-0.032603,-0.164084,0.3285,-0.063909,0.020581,-0.263478,0.8351,0.102294,-0.226722,-0.202482,0.38,-0.077674,0.049937,-0.270269,0.8004,0.073693,-0.214752,-0.155701,0.3776,-0.113135,0.055853,-0.276246,0.8053,0.049209,-0.261355,-0.107688,0.3888,-0.096343,0.024007,-0.28071,0.7602,0.020199,-0.213094,-0.148431,0.396,0.070781,-0.058799,-0.049443,0.9999,-0.072056,0.058461,0.050371,0.9995,0.350365,0.124026,-0.043172,0.9418,0.007819,0.306847,0.105448,0.8055,0.644051,0.175817,0.045226,0.9401,0.259613,0.299277,0.359059,0.8129,0.680173,0.17933,0.053122,0.9167,0.266886,0.303614,0.386737,0.754,0.753296,0.232331,-0.013127,0.932,0.324418,0.396773,0.379494,0.7889
160,5333,0.459562,0.583191,0.000127,-0.340041,0.13263,-0.377656,0.9989,-0.361457,0.125736,-0.405648,0.999,-0.361534,0.125387,-0.405208,0.999,-0.362045,0.125534,-0.404652,0.999,-0.371775,0.12894,-0.381532,0.9982,-0.372035,0.128652,-0.382633,0.9979,-0.373656,0.12913,-0.381523,0.9981,-0.335333,0.059762,-0.43636,0.9984,-0.392147,0.08186,-0.341208,0.9976,-0.319709,0.102239,-0.381231,0.9991,-0.334444,0.109329,-0.35371,0.9985,-0.176371,-0.060927,-0.356195,0.9998,-0.400479,0.036997,-0.237379,0.9989,0.00754,-0.058653,-0.307705,0.8475,-0.082328,-0.032603,-0.164084,0.307,-0.082663,0.042924,-0.279639,0.8427,0.102294,-0.226722,-0.202482,0.3963,-0.09704,0.070184,-0.288401,0.8118,0.073693,-0.214752,-0.155701,0.3983,-0.133329,0.075487,-0.294758,0.8173,0.049209,-0.261355,-0.107688,0.4107,-0.112673,0.044636,-0.294405,0.7733,0.020199,-0.213094,-0.148431,0.418,0.070821,-0.057691,-0.052849,0.9999,-0.072131,0.057434,0.053766,0.9995,0.357781,0.136362,-0.055672,0.9471,0.012892,0.306493,0.110719,0.7838,0.652297,0.188839,0.03123,0.9459,0.264777,0.290425,0.371675,0.7849,0.688895,0.19225,0.039311,0.9233,0.274226,0.294437,0.398805,0.7279,0.76735,0.245836,-0.029384,0.938,0.337023,0.383611,0.395126,0.7611
161,5366,0.459676,0.584112,9.4e-05,-0.355055,0.134046,-0.379028,0.9987,-0.376291,0.127068,-0.406524,0.9988,-0.376405,0.126738,-0.406066,0.9988,-0.376921,0.126954,-0.405476,0.9989,-0.386546,0.129687,-0.382237,0.9977,-0.386815,0.12939,-0.383336,0.997,-0.38842,0.12998,-0.382232,0.9974,-0.347057,0.063787,-0.43637,0.9977,-0.403233,0.083388,-0.341518,0.9956,-0.333552,0.10556,-0.382292,0.9989,-0.348035,0.111827,-0.354755,0.9977,-0.184127,-0.052598,-0.361445,0.9998,-0.411855,0.037412,-0.233583,0.9986,-0.000177,-0.039402,-0.316273,0.8316,-0.082328,-0.032603,-0.164084,0.2825,-0.099428,0.061226,-0.293363,0.8401,0.102294,-0.226722,-0.202482,0.3895,-0.114286,0.086611,-0.30384,0.8121,0.073693,-0.214752,-0.155701,0.396,-0.150776,0.090808,-0.310718,0.819,0.049209,-0.261355,-0.107688,0.4083,-0.127283,0.061533,-0.3061,0.774,0.020199,-0.213094,-0.148431,0.4152,0.070859,-0.056753,-0.055937,0.9999,-0.0722,0.056562,0.056854,0.9995,0.361415,0.145741,-0.066309,0.9517,0.017546,0.305151,0.124211,0.754,0.655426,0.199972,0.020379,0.9509,0.268355,0.277976,0.396125,0.7528,0.692457,0.202516,0.028081,0.9282,0.279781,0.281718,0.422197,0.6954,0.776696,0.256089,-0.035299,0.9434,0.347849,0.366848,0.42448,0.7368
162,5400,0.46005,0.583559,8.7e-05,-0.373968,0.133949,-0.377815,0.9986,-0.395048,0.126528,-0.404754,0.9988,-0.395186,0.126209,-0.404266,0.9987,-0.395689,0.126472,-0.403656,0.9989,-0.405052,0.128477,-0.38025,0.9976,-0.405329,0.128194,-0.381369,0.9969,-0.406906,0.128846,-0.380275,0.9973,-0.362193,0.065465,-0.434109,0.9975,-0.417024,0.082143,-0.339857,0.9953,-0.350911,0.107415,-0.380876,0.9988,-0.364946,0.11275,-0.353413,0.9976,-0.194035,-0.045008,-0.365514,0.9998,-0.423165,0.037736,-0.228611,0.9985,-0.009093,-0.022133,-0.326125,0.8241,-0.082328,-0.032603,-0.164084,0.2633,-0.11618,0.079189,-0.310175,0.8443,0.102294,-0.226722,-0.202482,0.3985,-0.131714,0.103654,-0.322628,0.8202,0.073693,-0.214752,-0.155701,0.4094,-0.168544,0.107134,-0.329584,0.8274,0.049209,-0.261355,-0.107688,0.4214,-0.142089,0.078666,-0.320872,0.7816,0.020199,-0.213094,-0.148431,0.4254,0.070657,-0.055384,-0.059276,0.9999,-0.072019,0.055251,0.060178,0.9995,0.361479,0.153529,-0.07819,0.9561,0.023409,0.303319,0.140941,0.7189,0.658279,0.203392,-0.003192,0.9556,0.272718,0.266589,0.420486,0.7199,0.695813,0.205202,0.004006,0.934,0.285818,0.270296,0.445373,0.6694,0.781042,0.264527,-0.056164,0.9485,0.357841,0.353683,0.452746,0.7148
163,5433,0.456793,0.585098,9.3e-05,-0.391705,0.133999,-0.378835,0.998,-0.412536,0.126027,-0.405199,0.9985,-0.412691,0.12571,-0.404698,0.9984,-0.413182,0.126007,-0.404082,0.9987,-0.422426,0.127468,-0.380433,0.9969,-0.422708,0.127193,-0.38159,0.996,-0.424276,0.127888,-0.380491,0.9965,-0.375344,0.066212,-0.433572,0.9967,-0.429449,0.080669,-0.339545,0.9941,-0.366747,0.108994,-0.381649,0.9986,-0.380573,0.113548,-0.354189,0.9968,-0.201903,-0.037476,-0.369022,0.9998,-0.432717,0.038067,-0.224623,0.9982,-0.016099,-0.008267,-0.333486,0.81,-0.082328,-0.032603,-0.164084,0.2451,-0.129564,0.092792,-0.321225,0.8414,0.102294,-0.226722,-0.202482,0.3975,-0.145448,0.116618,-0.334801,0.8193,0.073693,-0.214752,-0.155701,0.4091,-0.182639,0.119865,-0.341731,0.8269,0.049209,-0.261355,-0.107688,0.421,-0.154022,0.09199,-0.33041,0.7781,0.020199,-0.213094,-0.148431,0.4244,0.070332,-0.053536,-0.062182,0.9999,-0.071715,0.053453,0.063061,0.9993,0.361468,0.159044,-0.086682,0.9599,0.031944,0.296975,0.161795,0.6684,0.660937,0.198881,-0.020215,0.9597,0.278012,0.25444,0.449288,0.6735,0.698782,0.20031,-0.013558,0.9371,0.292478,0.258486,0.473005,0.6312,0.784774,0.265415,-0.072748,0.9527,0.3667,0.340815,0.484586,0.6835
164,5466,0.455121,0.584184,6.7e-05,-0.413203,0.13356,-0.380145,0.9974,-0.433814,0.124452,-0.405809,0.9982,-0.433984,0.124139,-0.405292,0.9982,-0.434448,0.12445,-0.404671,0.9984,-0.443449,0.125437,-0.380892,0.9962,-0.443744,0.125176,-0.382092,0.9952,-0.445302,0.125891,-0.380989,0.9958,-0.390316,0.065422,-0.433022,0.9961,-0.443504,0.077855,-0.339348,0.9927,-0.385416,0.110136,-0.382592,0.9984,-0.39894,0.113949,-0.355257,0.9962,-0.210475,-0.02891,-0.372064,0.9998,-0.441143,0.038404,-0.220721,0.9976,-0.023145,0.004191,-0.340419,0.789,-0.082328,-0.032603,-0.164084,0.2267,-0.142637,0.105144,-0.330504,0.8335,0.102294,-0.226722,-0.202482,0.3893,-0.15913,0.128743,-0.344886,0.8133,0.073693,-0.214752,-0.155701,0.4026,-0.196495,0.131597,-0.351716,0.8211,0.049209,-0.261355,-0.107688,0.415,-0.16577,0.104198,-0.338353,0.7689,0.020199,-0.213094,-0.148431,0.4176,0.069418,-0.050828,-0.064987,0.9999,-0.070798,0.050796,0.065837,0.999,0.359182,0.163785,-0.098551,0.9636,0.040497,0.286638,0.182457,0.6213,0.663589,0.191741,-0.04136,0.9635,0.281041,0.240218,0.478265,0.6233,0.702015,0.192812,-0.0354,0.9393,0.296561,0.244804,0.501216,0.5899,0.786685,0.263332,-0.096569,0.9566,0.370164,0.325749,0.517147,0.6467
165,5500,0.452139,0.579503,6.8e-05,-0.430263,0.134491,-0.374554,0.9966,-0.450381,0.123654,-0.399697,0.9977,-0.450565,0.12335,-0.399173,0.9977,-0.450998,0.123671,-0.398565,0.998,-0.459977,0.123881,-0.37462,0.9952,-0.460279,0.123645,-0.375879,0.9942,-0.461822,0.124368,-0.374758,0.995,-0.402392,0.065747,-0.427115,0.9949,-0.455331,0.075973,-0.333696,0.9914,-0.400568,0.112744,-0.377326,0.998,-0.414035,0.115654,-0.350048,0.9952,-0.217333,-0.019522,-0.371266,0.9998,-0.449311,0.038642,-0.214041,0.997,-0.028785,0.014383,-0.343252,0.7691,-0.082328,-0.032603,-0.164084,0.2088,-0.152862,0.116506,-0.335364,0.8202,0.102294,-0.226722,-0.202482,0.3829,-0.169785,0.139989,-0.351313,0.8028,0.073693,-0.214752,-0.155701,0.3992,-0.207654,0.142846,-0.357981,0.8108,0.049209,-0.261355,-0.107688,0.4113,-0.175148,0.115581,-0.342539,0.7544,0.020199,-0.213094,-0.148431,0.4106,0.068588,-0.047845,-0.067392,0.9999,-0.06996,0.047863,0.068209,0.9989,0.357149,0.167456,-0.112105,0.9669,0.048449,0.279966,0.196632,0.5777,0.666237,0.18632,-0.065394,0.9668,0.284049,0.231517,0.497271,0.5788,0.705325,0.187139,-0.059944,0.942,0.300205,0.23634,0.520028,0.5529,0.788073,0.261249,-0.121957,0.9599,0.373443,0.316212,0.538852,0.6095
166,5533,0.447135,0.576829,0.000101,-0.446559,0.137052,-0.3642,0.9963,-0.466279,0.124122,-0.388801,0.9974,-0.466475,0.123838,-0.388272,0.9975,-0.466872,0.124161,-0.38768,0.9978,-0.475718,0.123538,-0.363442,0.9947,-0.476043,0.123334,-0.364738,0.9938,-0.477576,0.124066,-0.363607,0.9947,-0.414071,0.06705,-0.416729,0.9945,-0.466457,0.074412,-0.322827,0.9912,-0.414994,0.11681,-0.36751,0.9979,-0.428306,0.118863,-0.340076,0.9949,-0.224448,-0.010465,-0.366931,0.9998,-0.456627,0.039738,-0.203138,0.9966,-0.034333,0.024505,-0.342363,0.751,-0.082328,-0.032603,-0.164084,0.1918,-0.161125,0.127658,-0.33525,0.8088,0.102294,-0.226722,-0.202482,0.3671,-0.178426,0.150638,-0.352636,0.795,0.073693,-0.214752,-0.155701,0.3873,-0.216809,0.153561,-0.359754,0.8038,0.049209,-0.261355,-0.107688,0.3998,-0.182813,0.126687,-0.342475,0.7432,0.020199,-0.213094,-0.148431,0.398,0.06733,-0.045456,-0.069418,0.9999,-0.068681,0.045511,0.070209,0.9989,0.355921,0.169398,-0.131394,0.9699,0.056166,0.274148,0.200064,0.5648,0.669435,0.182197,-0.093998,0.9699,0.289301,0.225091,0.502204,0.5492,0.709144,0.18282,-0.088757,0.946,0.306231,0.230034,0.525201,0.5297,0.789685,0.259145,-0.151505,0.9632,0.37943,0.309283,0.544726,0.5823
167,5566,0.445384,0.575408,0.000122,-0.463461,0.142695,-0.354096,0.9965,-0.483045,0.128076,-0.378446,0.9975,-0.483248,0.127819,-0.377911,0.9977,-0.483616,0.12814,-0.377342,0.9979,-0.492145,0.126775,-0.352657,0.9949,-0.492503,0.12659,-0.353973,0.994,-0.494024,0.127343,-0.352848,0.9949,-0.426602,0.070211,-0.407538,0.9948,-0.477705,0.074584,-0.31232,0.9917,-0.429915,0.123022,-0.358149,0.998,-0.44284,0.124307,-0.330318,0.9951,-0.232014,-0.001039,-0.362644,0.9998,-0.463253,0.041278,-0.192696,0.9962,-0.040046,0.035148,-0.341524,0.736,-0.082328,-0.032603,-0.164084,0.1766,-0.16902,0.139849,-0.335197,0.8012,0.102294,-0.226722,-0.202482,0.3525,-0.186641,0.162251,-0.353971,0.7922,0.073693,-0.214752,-0.155701,0.3779,-0.225453,0.165022,-0.361531,0.8013,0.049209,-0.261355,-0.107688,0.391,-0.190191,0.138724,-0.342448,0.7372,0.020199,-0.213094,-0.148431,0.3896,0.065576,-0.043191,-0.071358,0.9999,-0.066906,0.043286,0.07212,0.9988,0.354974,0.170249,-0.14947,0.9725,0.06684,0.269067,0.202265,0.5489,0.673203,0.178558,-0.11742,0.9725,0.296386,0.218707,0.50588,0.515,0.713519,0.179026,-0.112349,0.949,0.306231,0.230034,0.525201,0.4998,0.791467,0.256715,-0.175163,0.9657,0.387185,0.301231,0.549342,0.5504
168,5600,0.440555,0.573476,0.000108,-0.474219,0.146986,-0.352137,0.9965,-0.49356,0.131261,-0.375745,0.9975,-0.493777,0.131017,-0.375212,0.9977,-0.494124,0.131341,-0.374657,0.9979,-0.502623,0.129552,-0.350088,0.9949,-0.503,0.129375,-0.351418,0.9941,-0.504516,0.13015,-0.350281,0.995,-0.43474,0.073258,-0.403292,0.9948,-0.485272,0.075898,-0.309329,0.992,-0.439504,0.127911,-0.355904,0.9979,-0.452356,0.128814,-0.328403,0.9951,-0.237747,0.007034,-0.361036,0.9997,-0.468918,0.043725,-0.187931,0.9961,-0.0447,0.044758,-0.342377,0.7208,-0.082328,-0.032603,-0.164084,0.1689,-0.175134,0.14905,-0.338957,0.7968,0.102294,-0.226722,-0.202482,0.3634,-0.192347,0.170893,-0.359046,0.7912,0.073693,-0.214752,-0.155701,0.3889,-0.23098,0.173584,-0.367403,0.8009,0.049209,-0.261355,-0.107688,0.4023,-0.195838,0.147958,-0.346098,0.7343,0.020199,-0.213094,-0.148431,0.4002,0.064241,-0.041502,-0.072829,0.9999,-0.06556,0.041628,0.073568,0.9988,0.35569,0.170044,-0.160224,0.9749,0.076315,0.265045,0.205202,0.5395,0.677092,0.17516,-0.131402,0.9749,0.296386,0.218707,0.50588,0.4891,0.717881,0.175576,-0.126762,0.9515,0.306231,0.230034,0.525201,0.4777,0.793566,0.254661,-0.189515,0.9681,0.394467,0.295568,0.555805,0.529
169,5633,0.439041,0.566981,0.000166,-0.484869,0.151317,-0.350303,0.996,-0.503434,0.135021,-0.37338,0.9973,-0.503666,0.134786,-0.372848,0.9974,-0.503997,0.135119,-0.372304,0.9977,-0.512471,0.132622,-0.347847,0.9945,-0.51286,0.132437,-0.349185,0.9936,-0.514367,0.133239,-0.348045,0.9947,-0.441334,0.078002,-0.400151,0.9942,-0.49155,0.077681,-0.306893,0.9914,-0.448851,0.133168,-0.353986,0.9977,-0.461615,0.133332,-0.326749,0.9948,-0.242148,0.016035,-0.35972,0.9997,-0.473399,0.046353,-0.184265,0.9953,-0.048606,0.053875,-0.342786,0.6992,-0.082328,-0.032603,-0.164084,0.154,-0.179757,0.159973,-0.340565,0.7869,0.102294,-0.226722,-0.202482,0.3391,-0.196467,0.181644,-0.362176,0.7878,0.073693,-0.214752,-0.155701,0.3685,-0.235331,0.183658,-0.371354,0.7977,0.049209,-0.261355,-0.107688,0.382,-0.200244,0.158539,-0.347838,0.7284,0.020199,-0.213094,-0.148431,0.3815,0.063074,-0.039551,-0.074096,0.9999,-0.064391,0.03971,0.07482,0.9985,0.35766,0.17001,-0.161558,0.9769,0.083949,0.259139,0.212008,0.504,0.682855,0.172703,-0.137053,0.9769,0.296386,0.218707,0.50588,0.4582,0.723986,0.173076,-0.13313,0.9525,0.306231,0.230034,0.525201,0.4499,0.79808,0.253192,-0.196537,0.97,0.400535,0.288218,0.564937,0.5052
170,5666,0.438364,0.563864,0.000159,-0.495557,0.156171,-0.349664,0.9958,-0.513121,0.139237,-0.372244,0.9971,-0.513367,0.139013,-0.371714,0.9973,-0.513688,0.139359,-0.371174,0.9976,-0.522251,0.136231,-0.34677,0.9944,-0.52266,0.136028,-0.348107,0.9935,-0.524153,0.136864,-0.346964,0.9946,-0.447332,0.082987,-0.398337,0.9939,-0.497636,0.080268,-0.305423,0.9912,-0.458217,0.139021,-0.353313,0.9975,-0.471029,0.138577,-0.326199,0.9946,-0.246094,0.025031,-0.35935,0.9997,-0.477372,0.05074,-0.181191,0.9954,-0.052122,0.062271,-0.342944,0.68,-0.082328,-0.032603,-0.164084,0.141,-0.183266,0.170073,-0.339677,0.7791,0.102294,-0.226722,-0.202482,0.3184,-0.199446,0.191624,-0.362374,0.7844,0.073693,-0.214752,-0.155701,0.3499,-0.238607,0.192989,-0.371892,0.7942,0.049209,-0.261355,-0.107688,0.3636,-0.203613,0.168381,-0.347131,0.7223,0.020199,-0.213094,-0.148431,0.3653,0.06202,-0.037466,-0.075275,0.9999,-0.063336,0.037655,0.075988,0.9985,0.359561,0.170049,-0.15528,0.9786,0.083949,0.259139,0.212008,0.4693,0.6888,0.170654,-0.133165,0.9788,0.296386,0.218707,0.50588,0.4398,0.73028,0.170873,-0.12992,0.9535,0.306231,0.230034,0.525201,0.4317,0.803057,0.252808,-0.193611,0.972,0.400535,0.288218,0.564937,0.4988
171,5700,0.436226,0.561888,0.000183,-0.505244,0.163327,-0.34918,0.9958,-0.521941,0.145561,-0.371294,0.9971,-0.522198,0.145348,-0.370763,0.9973,-0.52251,0.145706,-0.370227,0.9976,-0.531201,0.142088,-0.34581,0.9944,-0.531633,0.141868,-0.347143,0.9935,-0.533105,0.142744,-0.346,0.9946,-0.452799,0.089389,-0.396767,0.9939,-0.503328,0.084954,-0.304058,0.9911,-0.466726,0.146939,-0.352859,0.9975,-0.47962,0.146061,-0.325756,0.9946,-0.249652,0.03451,-0.35941,0.9997,-0.480996,0.057546,-0.178279,0.9954,-0.055427,0.07041,-0.343277,0.6656,-0.082328,-0.032603,-0.164084,0.1293,-0.185789,0.180303,-0.339296,0.7753,0.102294,-0.226722,-0.202482,0.3015,-0.201404,0.201744,-0.363601,0.7842,0.073693,-0.214752,-0.155701,0.3357,-0.240851,0.202844,-0.373573,0.794,0.049209,-0.261355,-0.107688,0.3498,-0.206026,0.178592,-0.347045,0.7201,0.020199,-0.213094,-0.148431,0.3535,0.061019,-0.035508,-0.076392,0.9999,-0.062335,0.035728,0.077095,0.9985,0.361981,0.17032,-0.150858,0.9802,0.083949,0.259139,0.212008,0.4415,0.695035,0.168886,-0.131147,0.9806,0.296386,0.218707,0.50588,0.4328,0.736834,0.16899,-0.128454,0.9555,0.306231,0.230034,0.525201,0.4214,0.809506,0.252558,-0.192175,0.9739,0.400535,0.288218,0.564937,0.4977
172,5733,0.435237,0.559248,0.000233,-0.512345,0.168743,-0.351171,0.996,-0.52833,0.150217,-0.372666,0.9973,-0.528591,0.150014,-0.372108,0.9975,-0.528898,0.150378,-0.371581,0.9978,-0.537649,0.146639,-0.347114,0.9947,-0.5381,0.146411,-0.348439,0.9939,-0.539549,0.147319,-0.347307,0.995,-0.456791,0.094097,-0.39654,0.9943,-0.507498,0.089445,-0.30374,0.9916,-0.472985,0.153017,-0.35454,0.9976,-0.485878,0.152117,-0.327358,0.995,-0.252407,0.041056,-0.359968,0.9997,-0.480643,0.06687,-0.17609,0.9956,-0.057987,0.076582,-0.344274,0.6694,-0.082328,-0.032603,-0.164084,0.1233,-0.187657,0.188645,-0.341015,0.7817,0.102294,-0.226722,-0.202482,0.3064,-0.202849,0.210378,-0.366692,0.7902,0.073693,-0.214752,-0.155701,0.3415,-0.242352,0.21159,-0.376937,0.7999,0.049209,-0.261355,-0.107688,0.3569,-0.207748,0.187178,-0.348824,0.7253,0.020199,-0.213094,-0.148431,0.3624,0.059803,-0.034557,-0.077222,0.9999,-0.061115,0.034812,0.077919,0.9985,0.36349,0.170145,-0.148559,0.9818,0.083949,0.259139,0.212008,0.4341,0.697542,0.166923,-0.129236,0.9823,0.296386,0.218707,0.50588,0.4522,0.739421,0.166909,-0.126728,0.9582,0.306231,0.230034,0.525201,0.4324,0.813335,0.250738,-0.190059,0.9758,0.420549,0.258094,0.58403,0.5134
173,5766,0.434758,0.555094,0.00024,-0.51908,0.176027,-0.351497,0.9963,-0.534391,0.15666,-0.37251,0.9975,-0.534649,0.156477,-0.371907,0.9976,-0.53495,0.156848,-0.371399,0.9979,-0.543668,0.152838,-0.346767,0.995,-0.544145,0.152608,-0.348065,0.9943,-0.545566,0.153562,-0.346951,0.9952,-0.460619,0.100458,-0.395518,0.9947,-0.511248,0.09497,-0.301967,0.9922,-0.478938,0.160953,-0.35485,0.9977,-0.4917,0.159779,-0.327386,0.9952,-0.255367,0.048247,-0.360348,0.9997,-0.478964,0.076628,-0.172735,0.9957,-0.06046,0.083282,-0.345274,0.6787,-0.082328,-0.032603,-0.164084,0.1157,-0.189403,0.197908,-0.342856,0.7924,0.102294,-0.226722,-0.202482,0.2994,-0.204121,0.219987,-0.369797,0.8006,0.073693,-0.214752,-0.155701,0.3385,-0.243527,0.221228,-0.380305,0.8098,0.049209,-0.261355,-0.107688,0.3548,-0.209307,0.196658,-0.350703,0.7363,0.020199,-0.213094,-0.148431,0.3621,0.058218,-0.033856,-0.077992,0.9999,-0.059519,0.034147,0.078687,0.9986,0.364462,0.168908,-0.146924,0.9828,0.083949,0.259139,0.212008,0.4396,0.696774,0.165081,-0.125015,0.9837,0.296386,0.218707,0.50588,0.4803,0.738606,0.16504,-0.122357,0.9606,0.306231,0.230034,0.525201,0.4519,0.812631,0.249025,-0.184834,0.9771,0.432544,0.245588,0.580837,0.5299
174,5800,0.434264,0.554093,0.000248,-0.52449,0.183799,-0.351148,0.9959,-0.539415,0.163732,-0.371951,0.9971,-0.539671,0.16355,-0.37131,0.9974,-0.53997,0.163956,-0.370837,0.9976,-0.548584,0.159376,-0.346218,0.9944,-0.549078,0.159113,-0.347488,0.9939,-0.550481,0.160132,-0.346382,0.9948,-0.46331,0.107907,-0.394419,0.9942,-0.514187,0.100479,-0.300507,0.9918,-0.483771,0.169474,-0.354499,0.9971,-0.496448,0.167726,-0.327047,0.9949,-0.257111,0.055644,-0.360629,0.9997,-0.477769,0.083419,-0.170081,0.9958,-0.061652,0.09012,-0.34507,0.687,-0.082328,-0.032603,-0.164084,0.107,-0.190939,0.207534,-0.339375,0.8003,0.102294,-0.226722,-0.202482,0.2818,-0.205061,0.229914,-0.366472,0.8075,0.073693,-0.214752,-0.155701,0.3243,-0.244396,0.230251,-0.376916,0.816,0.049209,-0.261355,-0.107688,0.3407,-0.210667,0.206055,-0.34739,0.7422,0.020199,-0.213094,-0.148431,0.3489,0.056796,-0.032783,-0.078656,0.9997,-0.058097,0.03312,0.079345,0.9983,0.360689,0.167226,-0.131232,0.981,0.083949,0.259139,0.212008,0.4568,0.6848,0.15826,-0.088237,0.9798,0.350904,0.179244,0.476094,0.5166,0.726698,0.157523,-0.084954,0.9487,0.306231,0.230034,0.525201,0.4837,0.804682,0.240579,-0.141692,0.9686,0.449642,0.235712,0.565675,0.5571
